"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Josh Anderson","JOSH.ANDERSON","8476981","18-19","CBJ","R","R",1994-05-07,24,2012,4,95,82,1148.13,28,15.53,30.54,0.01,0.03,0.29,0.29
"Josh Anderson","JOSH.ANDERSON","8476981","19-20","CBJ","R","R",1994-05-07,25,2012,4,95,26,324.73,23,15.29,30.17,-0.1,0.04,0.15,0.17
"Josh Anderson","JOSH.ANDERSON","8476981","20-21","MTL","R","R",1994-05-07,26,2012,4,95,52,734.05,26,15.15,30,2.18,0.083,0.23,0.18
"Josh Anderson","JOSH.ANDERSON","8476981","21-22","MTL","R","R",1994-05-07,27,2012,4,95,69,1018.02,36,14.93,30.12,-1.54,-0.083,0.05,0.05
"Josh Anderson","JOSH.ANDERSON","8476981","22-23","MTL","R","R",1994-05-07,28,2012,4,95,69,935.7,31,14.55,29.48,-1.4,-0.104,0.02,0.05
"Josh Archibald","JOSH.ARCHIBALD","8476326","15-16","PIT","R","R",1992-10-06,22,2011,6,174,1,5.03,11,13.54,27.14,0.88,0.106,0.31,0.23
"Josh Archibald","JOSH.ARCHIBALD","8476326","16-17","PIT","R","R",1992-10-06,23,2011,6,174,10,103.2,29,13.33,26.47,0.02,0.037,0.12,0.16
"Josh Archibald","JOSH.ARCHIBALD","8476326","17-18","ARI","R","R",1992-10-06,24,2011,6,174,39,423.65,27,14.67,28.95,-0.1,-0.023,0.1,0.14
"Josh Archibald","JOSH.ARCHIBALD","8476326","17-18","PIT","R","R",1992-10-06,24,2011,6,174,3,26.85,20,12.79,25.92,0.5,0.01,0.07,0.16
"Josh Archibald","JOSH.ARCHIBALD","8476326","18-19","ARI","R","R",1992-10-06,25,2011,6,174,68,789.58,27,14.32,28.77,-0.44,0.028,0.13,0.1
"Josh Archibald","JOSH.ARCHIBALD","8476326","19-20","EDM","R","R",1992-10-06,26,2011,6,174,62,660.92,30,14.59,29.01,-0.5,-0.005,0.09,0.1
"Josh Archibald","JOSH.ARCHIBALD","8476326","20-21","EDM","R","R",1992-10-06,27,2011,6,174,52,567.63,27,13.8,27.74,-1.03,-0.028,0.11,0.11
"Josh Archibald","JOSH.ARCHIBALD","8476326","21-22","EDM","R","R",1992-10-06,28,2011,6,174,8,59.92,22,14.09,28.15,0.48,-0.007,0.21,0.16
"Josh Archibald","JOSH.ARCHIBALD","8476326","22-23","PIT","R","R",1992-10-06,29,2011,6,174,62,506.68,29,13.39,27.24,1.08,0.057,0.1,0.08
"Josh Bailey","JOSH.BAILEY","8474573","08-09","NYI","C","L",1989-10-02,18,2008,1,9,68,819.12,38,14,30.05,-1.1,-0.035,0.1,0.06
"Josh Bailey","JOSH.BAILEY","8474573","09-10","NYI","C","L",1989-10-02,19,2008,1,9,72,884.63,31,14.28,29.74,-0.49,0,0.13,0.12
"Josh Bailey","JOSH.BAILEY","8474573","10-11","NYI","C","L",1989-10-02,20,2008,1,9,70,903.15,35,14.23,29.48,-1.17,-0.071,0.04,0.08
"Josh Bailey","JOSH.BAILEY","8474573","11-12","NYI","C","L",1989-10-02,21,2008,1,9,80,985.07,30,14.43,28.51,-0.48,0.002,0.03,0.08
"Josh Bailey","JOSH.BAILEY","8474573","12-13","NYI","C","L",1989-10-02,22,2008,1,9,38,534.18,23,15.67,30.96,0.25,0.017,0.09,0.04
"Josh Bailey","JOSH.BAILEY","8474573","13-14","NYI","C","L",1989-10-02,23,2008,1,9,77,1025.87,33,14.66,29.5,0.4,0.013,0.07,0.12
"Josh Bailey","JOSH.BAILEY","8474573","14-15","NYI","C","L",1989-10-02,24,2008,1,9,70,1028.08,27,15.51,30.6,2.3,0.117,0.17,0.26
"Josh Bailey","JOSH.BAILEY","8474573","15-16","NYI","C","L",1989-10-02,25,2008,1,9,81,1110.73,27,15.39,30.23,1.03,0.03,0.14,0.21
"Josh Bailey","JOSH.BAILEY","8474573","16-17","NYI","C","L",1989-10-02,26,2008,1,9,82,1214.47,26,15.41,30.56,1.23,0.059,0.23,0.33
"Josh Bailey","JOSH.BAILEY","8474573","17-18","NYI","C","L",1989-10-02,27,2008,1,9,76,1079.38,28,15.17,30.26,0.02,0,0.21,0.29
"Josh Bailey","JOSH.BAILEY","8474573","18-19","NYI","C","L",1989-10-02,28,2008,1,9,82,1142.62,25,15.14,29.87,0.42,0.054,0.2,0.22
"Josh Bailey","JOSH.BAILEY","8474573","19-20","NYI","C","L",1989-10-02,29,2008,1,9,68,895.7,27,15.45,30.08,-0.75,0.032,0.2,0.16
"Josh Bailey","JOSH.BAILEY","8474573","20-21","NYI","C","L",1989-10-02,30,2008,1,9,54,760.27,27,15.62,30.4,0.88,0.101,0.24,0.25
"Josh Bailey","JOSH.BAILEY","8474573","21-22","NYI","C/R","L",1989-10-02,31,2008,1,9,74,1015.07,27,15.27,29.99,-0.38,-0.003,0.11,0.16
"Josh Bailey","JOSH.BAILEY","8474573","22-23","NYI","R","L",1989-10-02,32,2008,1,9,64,780.43,34,14.84,29.62,0.53,0.036,0.24,0.25
"Josh Brown","JOSH.BROWN","8477384","18-19","FLA","D","R",1994-01-21,24,2013,6,152,37,457.7,27,12.75,25.32,-0.46,-0.027,0.05,0.16
"Josh Brown","JOSH.BROWN","8477384","19-20","FLA","D","R",1994-01-21,25,2013,6,152,56,722.05,25,13.29,26.58,-0.6,-0.053,0.11,0.15
"Josh Brown","JOSH.BROWN","8477384","20-21","OTT","D","R",1994-01-21,26,2013,6,152,26,307.37,30,13.05,26.5,0.17,-0.004,0.23,0.16
"Josh Brown","JOSH.BROWN","8477384","21-22","BOS","D","R",1994-01-21,27,2013,6,152,6,78.17,26,13.16,26.65,2.41,0.121,0.32,0.32
"Josh Brown","JOSH.BROWN","8477384","21-22","OTT","D","R",1994-01-21,27,2013,6,152,46,558.18,30,13.01,26.15,-0.21,-0.054,-0.05,-0.02
"Josh Brown","JOSH.BROWN","8477384","22-23","ARI","D","R",1994-01-21,28,2013,6,152,68,868.32,32,13.35,27.33,-0.77,-0.048,0.07,0.15
"Josh Currie","JOSH.CURRIE","8477680","18-19","EDM","R","R",1992-10-29,25,2011,NA,NA,21,181.65,20,14.19,27.94,0.12,-0.005,0.05,0.03
"Josh Currie","JOSH.CURRIE","8477680","20-21","PIT","R","R",1992-10-29,27,2011,NA,NA,1,5.08,10,12.03,23.75,0.98,0.011,0.41,0.38
"Josh Dunne","JOSH.DUNNE","8482623","20-21","CBJ","C","L",1998-12-08,21,2017,NA,NA,6,61.78,21,13.73,26.04,-1.26,-0.083,-0.17,-0.12
"Josh Dunne","JOSH.DUNNE","8482623","22-23","CBJ","C","L",1998-12-08,23,2017,NA,NA,8,68.17,27,13.56,26.84,-1.82,-0.098,-0.08,-0.03
"Josh Gorges","JOSH.GORGES","8470324","07-08","MTL","D","L",1984-08-14,23,2002,NA,NA,62,904.45,25,12.58,27.16,-0.66,-0.021,0.22,0.18
"Josh Gorges","JOSH.GORGES","8470324","08-09","MTL","D","L",1984-08-14,24,2002,NA,NA,81,1283.05,30,12.63,27.31,0,-0.011,0.21,0.18
"Josh Gorges","JOSH.GORGES","8470324","09-10","MTL","D","L",1984-08-14,25,2002,NA,NA,82,1380.05,36,13.51,27.5,-0.56,-0.032,0.1,0.12
"Josh Gorges","JOSH.GORGES","8470324","10-11","MTL","D","L",1984-08-14,26,2002,NA,NA,36,592.72,22,13.06,27.42,0.37,0.009,0.1,0.16
"Josh Gorges","JOSH.GORGES","8470324","11-12","MTL","D","L",1984-08-14,27,2002,NA,NA,82,1486.82,31,13.98,28.99,0.78,-0.014,0.27,0.22
"Josh Gorges","JOSH.GORGES","8470324","12-13","MTL","D","L",1984-08-14,28,2002,NA,NA,48,840,28,13.01,27.33,1.99,0.096,0.37,0.37
"Josh Gorges","JOSH.GORGES","8470324","13-14","MTL","D","L",1984-08-14,29,2002,NA,NA,66,1144.92,32,13.59,28.06,0.25,0.002,0.13,0.17
"Josh Gorges","JOSH.GORGES","8470324","14-15","BUF","D","L",1984-08-14,30,2002,NA,NA,46,833.45,29,14.3,28.59,-4.06,-0.116,0.04,-0.01
"Josh Gorges","JOSH.GORGES","8470324","15-16","BUF","D","L",1984-08-14,31,2002,NA,NA,77,1368.52,30,14.51,28.99,-0.55,-0.019,0.12,0.1
"Josh Gorges","JOSH.GORGES","8470324","16-17","BUF","D","L",1984-08-14,32,2002,NA,NA,66,1025.33,32,14.31,28.4,-0.34,0.014,0.11,0.13
"Josh Gorges","JOSH.GORGES","8470324","17-18","BUF","D","L",1984-08-14,33,2002,NA,NA,34,439.63,32,12.97,26.34,-0.92,-0.061,0.03,0.04
"Josh Gratton","JOSH.GRATTON","8469844","07-08","ARI","L","L",1982-09-09,25,2000,NA,NA,1,9.67,17,13.5,28.64,-0.03,-0.032,0.07,0.04
"Josh Gratton","JOSH.GRATTON","8469844","08-09","PHI","L","L",1982-09-09,26,2000,NA,NA,19,117.18,24,12.61,27,-1.42,-0.034,0.1,0.01
"Josh Green","JOSH.GREEN","8464984","10-11","ANA","C","L",1977-11-16,32,1996,2,30,12,111.97,23,12.15,24.96,-2.54,-0.117,-0.21,-0.07
"Josh Green","JOSH.GREEN","8464984","11-12","EDM","C","L",1977-11-16,33,1996,2,30,7,71.3,20,13.01,26.66,-0.9,-0.057,0.01,0.06
"Josh Hennessy","JOSH.HENNESSY","8470636","07-08","OTT","C","L",1985-02-07,22,2003,2,43,5,18.72,18,11.12,24.19,-0.55,-0.052,-0.03,0
"Josh Hennessy","JOSH.HENNESSY","8470636","08-09","OTT","C","L",1985-02-07,23,2003,2,43,1,11.1,16,13.14,28.07,-0.45,0.006,0.18,0.16
"Josh Hennessy","JOSH.HENNESSY","8470636","09-10","OTT","C","L",1985-02-07,24,2003,2,43,4,23.5,16,14.47,30.03,1.48,0.063,0.19,0.19
"Josh Hennessy","JOSH.HENNESSY","8470636","11-12","BOS","C","L",1985-02-07,26,2003,2,43,3,19.98,17,13.56,27.09,-0.6,-0.008,0.16,0.12
"Josh Jacobs","JOSH.JACOBS","8477972","18-19","N.J","D","R",1996-02-15,22,2014,2,41,1,14.9,15,12.36,24.68,-1.72,-0.06,-0.02,0.01
"Josh Jacobs","JOSH.JACOBS","8477972","19-20","N.J","D","R",1996-02-15,23,2014,2,41,2,32.5,18,12.31,25.04,-2.46,-0.065,0.08,0
"Josh Jooris","JOSH.JOORIS","8477591","14-15","CGY","R","R",1990-07-14,24,2008,NA,NA,60,746.05,33,15.15,29.88,-2.29,-0.065,0.18,0.16
"Josh Jooris","JOSH.JOORIS","8477591","15-16","CGY","R","R",1990-07-14,25,2008,NA,NA,59,614.4,34,14.03,28.21,-0.77,-0.027,0.08,0.1
"Josh Jooris","JOSH.JOORIS","8477591","16-17","ARI","R","R",1990-07-14,26,2008,NA,NA,42,474.95,27,14.2,28.32,-1.62,-0.115,-0.04,-0.02
"Josh Jooris","JOSH.JOORIS","8477591","16-17","NYR","R","R",1990-07-14,26,2008,NA,NA,12,99.43,23,13.86,27.5,-0.67,-0.028,0.1,0.13
"Josh Jooris","JOSH.JOORIS","8477591","17-18","CAR","R","R",1990-07-14,27,2008,NA,NA,31,292.8,24,13.61,26.61,1.81,-0.001,-0.02,0.01
"Josh Jooris","JOSH.JOORIS","8477591","17-18","PIT","R","R",1990-07-14,27,2008,NA,NA,9,55.73,19,12.73,25.73,-0.88,-0.011,0.03,0
"Josh Langfeld","JOSH.LANGFELD","8466200","07-08","NSH","R","R",1977-07-17,30,1997,3,66,2,19.22,16,12.47,27.05,-0.05,-0.013,0.09,0.07
"Josh Leivo","JOSH.LEIVO","8476410","13-14","TOR","L","R",1993-05-26,20,2011,3,86,7,67.32,18,14.42,29.17,-1.77,-0.09,0.17,0.11
"Josh Leivo","JOSH.LEIVO","8476410","14-15","TOR","L","R",1993-05-26,21,2011,3,86,9,67.68,20,13.29,27.25,-1.4,-0.024,0.1,0.03
"Josh Leivo","JOSH.LEIVO","8476410","15-16","TOR","L","R",1993-05-26,22,2011,3,86,12,111.27,35,13.26,27.27,0.54,0.001,0.16,0.06
"Josh Leivo","JOSH.LEIVO","8476410","16-17","TOR","L","R",1993-05-26,23,2011,3,86,13,136.45,21,14.22,28.49,0.87,0.065,0.19,0.15
"Josh Leivo","JOSH.LEIVO","8476410","17-18","TOR","L","R",1993-05-26,24,2011,3,86,16,135.77,25,13.48,26.67,0.18,0.023,0.18,0.19
"Josh Leivo","JOSH.LEIVO","8476410","18-19","TOR","L","R",1993-05-26,25,2011,3,86,27,236.33,20,12.99,25.6,0.03,0.02,0.21,0.22
"Josh Leivo","JOSH.LEIVO","8476410","18-19","VAN","L","R",1993-05-26,25,2011,3,86,49,640.65,31,15.08,30.15,-0.73,-0.042,0.17,0.13
"Josh Leivo","JOSH.LEIVO","8476410","19-20","VAN","L","R",1993-05-26,26,2011,3,86,36,462.1,26,14.51,29.75,-0.66,-0.026,0.06,0.07
"Josh Leivo","JOSH.LEIVO","8476410","20-21","CGY","L","R",1993-05-26,27,2011,3,86,38,386.88,26,13.96,28.65,1.55,0.071,0.26,0.2
"Josh Leivo","JOSH.LEIVO","8476410","21-22","CAR","L","R",1993-05-26,28,2011,3,86,7,64.25,23,12.96,26.47,2.35,0.085,0.2,0.25
"Josh Leivo","JOSH.LEIVO","8476410","22-23","STL","L","R",1993-05-26,29,2011,3,86,51,567.5,31,14.7,29.18,-1.5,-0.056,0.11,0.15
"Josh Mahura","JOSH.MAHURA","8479372","18-19","ANA","D","L",1998-05-05,20,2016,3,85,17,224.83,22,12.94,25.97,-0.47,-0.057,0.03,0.14
"Josh Mahura","JOSH.MAHURA","8479372","19-20","ANA","D","L",1998-05-05,21,2016,3,85,11,158.93,21,13.54,27.04,-0.24,-0.033,0.05,0.06
"Josh Mahura","JOSH.MAHURA","8479372","20-21","ANA","D","L",1998-05-05,22,2016,3,85,13,200.52,28,13.93,27.43,0.75,-0.017,0.14,0.1
"Josh Mahura","JOSH.MAHURA","8479372","21-22","ANA","D","L",1998-05-05,23,2016,3,85,38,520.28,33,13.51,26.53,-0.39,-0.004,0.12,0.15
"Josh Mahura","JOSH.MAHURA","8479372","22-23","FLA","D","L",1998-05-05,24,2016,3,85,82,1098.15,28,12.8,26.78,2.35,0.134,0.25,0.26
"Josh Manson","JOSH.MANSON","8476312","14-15","ANA","D","R",1991-10-07,22,2011,6,160,28,465.68,32,13.52,27.04,0.86,0.05,0.21,0.26
"Josh Manson","JOSH.MANSON","8476312","15-16","ANA","D","R",1991-10-07,23,2011,6,160,71,1162,32,13.65,27.87,3.02,0.105,0.23,0.25
"Josh Manson","JOSH.MANSON","8476312","16-17","ANA","D","R",1991-10-07,24,2011,6,160,82,1305.18,35,14.01,28.71,1.84,0.112,0.25,0.29
"Josh Manson","JOSH.MANSON","8476312","17-18","ANA","D","R",1991-10-07,25,2011,6,160,80,1392.47,36,14.13,28.34,1.29,0.023,0.17,0.25
"Josh Manson","JOSH.MANSON","8476312","18-19","ANA","D","R",1991-10-07,26,2011,6,160,74,1381.53,43,13.79,27.74,-0.59,-0.045,0.04,0.09
"Josh Manson","JOSH.MANSON","8476312","19-20","ANA","D","R",1991-10-07,27,2011,6,160,50,876.65,34,13.74,27.43,0.82,-0.012,0.07,0.09
"Josh Manson","JOSH.MANSON","8476312","20-21","ANA","D","R",1991-10-07,28,2011,6,160,23,349.48,31,13.6,26.82,-1.38,-0.108,-0.01,0.05
"Josh Manson","JOSH.MANSON","8476312","21-22","ANA","D","R",1991-10-07,29,2011,6,160,45,769.43,32,14.34,28.15,0.89,0.03,0.17,0.15
"Josh Manson","JOSH.MANSON","8476312","21-22","COL","D","R",1991-10-07,29,2011,6,160,22,344.57,23,13.42,27.27,1.45,0.033,0.23,0.24
"Josh Manson","JOSH.MANSON","8476312","22-23","COL","D","R",1991-10-07,30,2011,6,160,27,413.08,34,13.95,28.14,1.5,0.039,0.22,0.25
"Josh Morrissey","JOSH.MORRISSEY","8477504","15-16","WPG","D","L",1995-03-28,20,2013,1,13,1,15.53,14,13.47,27.77,1.27,0.022,0.12,0.27
"Josh Morrissey","JOSH.MORRISSEY","8477504","16-17","WPG","D","L",1995-03-28,21,2013,1,13,82,1458.93,29,14.77,30.25,0.76,0.078,0.29,0.33
"Josh Morrissey","JOSH.MORRISSEY","8477504","17-18","WPG","D","L",1995-03-28,22,2013,1,13,81,1408.38,26,14.07,28.68,1.78,0.069,0.37,0.3
"Josh Morrissey","JOSH.MORRISSEY","8477504","18-19","WPG","D","L",1995-03-28,23,2013,1,13,59,1027.92,23,14.51,29.28,0.56,-0.017,0.2,0.22
"Josh Morrissey","JOSH.MORRISSEY","8477504","19-20","WPG","D","L",1995-03-28,24,2013,1,13,65,1275.18,31,14.76,29,0.17,-0.101,0.13,0.12
"Josh Morrissey","JOSH.MORRISSEY","8477504","20-21","WPG","D","L",1995-03-28,25,2013,1,13,56,1062.33,26,14.02,28.07,0.66,0.015,0.11,0.21
"Josh Morrissey","JOSH.MORRISSEY","8477504","21-22","WPG","D","L",1995-03-28,26,2013,1,13,79,1541.32,34,14.35,28.6,0.74,0.017,0.12,0.21
"Josh Morrissey","JOSH.MORRISSEY","8477504","22-23","WPG","D","L",1995-03-28,27,2013,1,13,78,1523.95,29,13.75,28.1,0.3,0.046,0.2,0.18
"Josh Norris","JOSH.NORRIS","8480064","19-20","OTT","C","L",1999-05-05,20,2017,1,19,3,45.18,20,14.93,29.98,-0.06,-0.008,0.02,0.06
"Josh Norris","JOSH.NORRIS","8480064","20-21","OTT","C","L",1999-05-05,21,2017,1,19,56,753.58,34,15.33,31.08,-0.13,0.024,0.17,0.1
"Josh Norris","JOSH.NORRIS","8480064","21-22","OTT","C","L",1999-05-05,22,2017,1,19,66,931.63,36,15.9,32.05,0.45,-0.009,0.19,0.17
"Josh Norris","JOSH.NORRIS","8480064","22-23","OTT","C","L",1999-05-05,23,2017,1,19,8,103.55,21,15.3,32.27,1.18,0.062,0.2,0.22
"Josh Teves","JOSH.TEVES","8481425","18-19","VAN","D","L",1995-02-18,23,2013,NA,NA,1,13.28,15,13.34,26.56,-0.03,-0.014,0.18,0.15
"Joshua Ho-Sang","JOSHUA.HO-SANG","8477959","16-17","NYI","C","R",1996-01-22,20,2014,1,28,21,289.15,23,14.68,29.1,-0.81,-0.042,0.18,0.23
"Joshua Ho-Sang","JOSHUA.HO-SANG","8477959","17-18","NYI","C","R",1996-01-22,21,2014,1,28,22,262.98,21,14.32,28.61,-1.32,-0.049,0.15,0.1
"Joshua Ho-Sang","JOSHUA.HO-SANG","8477959","18-19","NYI","C","R",1996-01-22,22,2014,1,28,10,125.55,21,14.84,29.28,-0.59,0.034,0.23,0.19
"Josiah Slavin","JOSIAH.SLAVIN","8481004","21-22","CHI","L","L",1998-12-31,22,2018,7,193,15,162.67,29,14,27.79,-1.23,-0.04,0.04,0.06
"Jozef Stumpel","JOZEF.STUMPEL","8458554","07-08","FLA","C","R",1972-07-20,35,1991,2,40,52,663.3,29,14.65,31.31,0,-0.018,0.11,0.12
"Jt Wyman","JT.WYMAN","8471312","09-10","MTL","R","R",1986-02-27,23,2004,4,100,3,12.78,17,12.05,24.57,-1.31,-0.081,-0.06,0.13
"Jt Wyman","JT.WYMAN","8471312","11-12","T.B","R","R",1986-02-27,25,2004,4,100,40,371.1,32,13.58,27.4,-1.21,-0.022,0.07,0.14
"Jt Wyman","JT.WYMAN","8471312","12-13","T.B","R","R",1986-02-27,26,2004,4,100,1,11.5,13,14.12,28.78,-0.1,0.03,0.25,0.28
"Juho Lammikko","JUHO.LAMMIKKO","8477996","18-19","FLA","L","L",1996-01-29,22,2014,3,65,40,362.32,27,13.43,26.88,-0.33,0,0.07,0.14
"Juho Lammikko","JUHO.LAMMIKKO","8477996","20-21","FLA","L","L",1996-01-29,24,2014,3,65,44,423.28,32,13.63,27.78,0.72,0.051,0.09,0.1
"Juho Lammikko","JUHO.LAMMIKKO","8477996","21-22","VAN","L","L",1996-01-29,25,2014,3,65,75,804.82,31,13.98,27.71,-0.33,-0.005,0.11,0.04
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","15-16","EDM","L","L",1994-08-13,21,2012,3,63,15,153.87,27,14.24,28.75,-0.2,-0.015,0.04,0.07
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","16-17","EDM","L","L",1994-08-13,22,2012,3,63,10,90.95,22,13.28,26.34,-0.42,0.002,0.24,0.16
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","17-18","EDM","L","L",1994-08-13,23,2012,3,63,69,745,29,14.36,28.32,-0.23,-0.005,0.04,0.06
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","18-19","EDM","L","L",1994-08-13,24,2012,3,63,60,653.83,35,14.69,29.14,-1.1,-0.056,0,0.04
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","19-20","EDM","L","L",1994-08-13,25,2012,3,63,64,683.97,30,14.19,28.21,-0.2,0.009,0.07,0.1
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","20-21","EDM","L","L",1994-08-13,26,2012,3,63,40,393.58,26,13.47,27.08,-0.83,-0.01,0.1,0.11
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","21-22","CHI","L","L",1994-08-13,27,2012,3,63,27,312.62,31,14.02,27.86,-1.54,-0.053,0.02,0.02
"Jujhar Khaira","JUJHAR.KHAIRA","8476915","22-23","CHI","L","L",1994-08-13,28,2012,3,63,51,577.03,37,13.7,27.27,-1.15,-0.079,0.01,0.03
"Julian Melchiori","JULIAN.MELCHIORI","8475815","13-14","WPG","D","L",1991-12-06,21,2010,3,87,1,8.65,15,12.62,25.49,1.76,0.062,0.25,0.16
"Julian Melchiori","JULIAN.MELCHIORI","8475815","15-16","WPG","D","L",1991-12-06,23,2010,3,87,11,144.85,23,11.86,24.2,0.43,-0.009,0.05,0.29
"Julian Melchiori","JULIAN.MELCHIORI","8475815","16-17","WPG","D","L",1991-12-06,24,2010,3,87,18,311.98,25,14.65,30.01,0.71,0.078,0.3,0.33
"Julien Brouillette","JULIEN.BROUILLETTE","8475567","13-14","WSH","D","L",1986-12-05,26,2005,NA,NA,10,150,26,12.96,26.02,-0.98,-0.029,0.11,0.12
"Julien Brouillette","JULIEN.BROUILLETTE","8475567","14-15","WPG","D","L",1986-12-05,27,2005,NA,NA,1,9.55,14,11.78,24.5,1.11,0.038,0.15,0.11
"Julien Gauthier","JULIEN.GAUTHIER","8479328","19-20","CAR","R","R",1997-10-15,21,2016,1,21,5,36.25,18,13.65,28.03,1.84,0.066,0.14,0.24
"Julien Gauthier","JULIEN.GAUTHIER","8479328","19-20","NYR","R","R",1997-10-15,21,2016,1,21,12,100.17,18,12.88,26.56,-2.38,-0.037,-0.02,0.04
"Julien Gauthier","JULIEN.GAUTHIER","8479328","20-21","NYR","R","R",1997-10-15,22,2016,1,21,30,279.77,26,13.64,27.75,-1.48,-0.036,0.09,0.09
"Julien Gauthier","JULIEN.GAUTHIER","8479328","21-22","NYR","R","R",1997-10-15,23,2016,1,21,49,479.15,30,14.31,28.26,-0.56,-0.025,0.01,0.11
"Julien Gauthier","JULIEN.GAUTHIER","8479328","22-23","NYR","R","R",1997-10-15,24,2016,1,21,40,331.33,26,13.74,27.28,-1.22,-0.048,0.14,0.08
"Julien Gauthier","JULIEN.GAUTHIER","8479328","22-23","OTT","R","R",1997-10-15,24,2016,1,21,17,154.57,27,13.35,28.13,0.57,0.033,0.22,0.13
"Julius Honka","JULIUS.HONKA","8477945","16-17","DAL","D","R",1995-12-03,20,2014,1,14,16,243.58,28,13.46,26.99,0.9,0.013,0.11,0.12
"Julius Honka","JULIUS.HONKA","8477945","17-18","DAL","D","R",1995-12-03,21,2014,1,14,42,486.47,22,12.99,26.42,0.65,0.043,0.19,0.26
"Julius Honka","JULIUS.HONKA","8477945","18-19","DAL","D","R",1995-12-03,22,2014,1,14,29,374.27,30,13.59,27.01,-0.31,0.022,0.14,0.11
"Junior Lessard","JUNIOR.LESSARD","8471206","07-08","DAL","R","R",1980-05-26,27,1998,NA,NA,2,19.83,17,14.63,31.82,1.18,0.042,0.41,0.37
"Junior Lessard","JUNIOR.LESSARD","8471206","07-08","T.B","R","R",1980-05-26,27,1998,NA,NA,19,177.95,21,12.49,26.15,-1.49,-0.039,0.02,0
"Juraj Slafkovsky","JURAJ.SLAFKOVSKY","8483515","22-23","MTL","L","L",2004-03-30,18,2022,1,1,39,421.25,25,14.07,28.6,-1.88,-0.092,0.01,-0.01
"Jussi Jokinen","JUSSI.JOKINEN","8469638","07-08","DAL","L","L",1983-04-01,24,2001,6,192,52,526.4,24,13.57,29.5,0.37,-0.004,0.16,0.25
"Jussi Jokinen","JUSSI.JOKINEN","8469638","07-08","T.B","L","L",1983-04-01,24,2001,6,192,20,303.55,19,16.69,34.93,-0.98,-0.03,0.16,0.15
"Jussi Jokinen","JUSSI.JOKINEN","8469638","08-09","CAR","L","L",1983-04-01,25,2001,6,192,25,315.17,24,14.24,30.41,1.04,0.025,0.14,0.15
"Jussi Jokinen","JUSSI.JOKINEN","8469638","08-09","T.B","L","L",1983-04-01,25,2001,6,192,46,508.62,36,13.41,29.23,-1.35,-0.043,0.09,0.1
"Jussi Jokinen","JUSSI.JOKINEN","8469638","09-10","CAR","L","L",1983-04-01,26,2001,6,192,80,1032.12,31,14.59,30.7,0.13,-0.044,0.04,0.08
"Jussi Jokinen","JUSSI.JOKINEN","8469638","10-11","CAR","L","L",1983-04-01,27,2001,6,192,69,872.27,30,14.82,30.71,-0.54,-0.023,0.12,0.12
"Jussi Jokinen","JUSSI.JOKINEN","8469638","11-12","CAR","L","L",1983-04-01,28,2001,6,192,79,1043.93,28,14.79,29.92,0.32,-0.01,0.08,0.12
"Jussi Jokinen","JUSSI.JOKINEN","8469638","12-13","CAR","L","L",1983-04-01,29,2001,6,192,33,380.17,31,14.35,29.36,0.27,-0.037,-0.07,-0.03
"Jussi Jokinen","JUSSI.JOKINEN","8469638","12-13","PIT","L","L",1983-04-01,29,2001,6,192,10,113.62,22,14.8,30.36,0.19,0.033,0.44,0.36
"Jussi Jokinen","JUSSI.JOKINEN","8469638","13-14","PIT","L","L",1983-04-01,30,2001,6,192,81,1065.72,35,14.87,29.97,0.75,0.054,0.31,0.28
"Jussi Jokinen","JUSSI.JOKINEN","8469638","14-15","FLA","L","L",1983-04-01,31,2001,6,192,81,1011.38,27,15.01,29.76,0.79,0.036,0.2,0.2
"Jussi Jokinen","JUSSI.JOKINEN","8469638","15-16","FLA","L","L",1983-04-01,32,2001,6,192,81,1042.32,32,14.74,30.17,0.8,0.02,0.27,0.29
"Jussi Jokinen","JUSSI.JOKINEN","8469638","16-17","FLA","L","L",1983-04-01,33,2001,6,192,69,922.68,28,15.2,30.67,0.9,0.013,0.17,0.18
"Jussi Jokinen","JUSSI.JOKINEN","8469638","17-18","CBJ","L","L",1983-04-01,34,2001,6,192,14,112.43,23,14.06,27.5,0.25,-0.003,0.16,0.09
"Jussi Jokinen","JUSSI.JOKINEN","8469638","17-18","EDM","L","L",1983-04-01,34,2001,6,192,14,143.08,22,14.04,27.73,-0.01,-0.002,0.07,0.05
"Jussi Jokinen","JUSSI.JOKINEN","8469638","17-18","L.A","L","L",1983-04-01,34,2001,6,192,18,178.65,23,13.44,27.04,-0.77,-0.042,0.14,0.1
"Jussi Jokinen","JUSSI.JOKINEN","8469638","17-18","VAN","L","L",1983-04-01,34,2001,6,192,14,163.43,24,14.33,28.63,-0.46,-0.028,0.12,0.06
